web-scraper-order,web-scraper-start-url,authors,authors-href,author_name,article_link,number_posts,bio
"1635900988-2070","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/amy-alkon/","https://quillette.com/author/amy-alkon/","Amy Alkon","","","Amy Alkon is a science writer."
"1635898647-1956","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/joanna-szurmak-and-pierre-desrochers/","https://quillette.com/author/joanna-szurmak-and-pierre-desrochers/","Joanna Szurmak and Pierre Desrochers","","1 Post","Joanna Szurmak  is a doctoral student at York University’s Department of Science and Technology.
Pierre Desrochers is associate professor of geography at the University of Toronto Mississauga."
"1635893845-1699","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/thomas-bogardus/","https://quillette.com/author/thomas-bogardus/","Tomas Bogardus","","1 Post","null"
"1635890956-1404","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/daniel-friedman/","https://quillette.com/author/daniel-friedman/","Daniel Friedman","","","Daniel Friedman is the Edgar Award-nominated author of Running Out of Road. Follow him on Twitter @DanFriedman81."
"1635889535-1230","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jean-twenge/","https://quillette.com/author/jean-twenge/","Jean Twenge","","1 Post","Jean Twenge is a Professor of Psychology at the San Diego State University."
"1635898732-1969","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/john-mcwhorter/","https://quillette.com/author/john-mcwhorter/","John McWhorter","","","John McWhorter is a contributing editor at the Atlantic and teaches linguistics at Columbia University. You can follow him on Twitter @JohnHMcWhorter."
"1635889171-1178","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/david-mount/","https://quillette.com/author/david-mount/","David Mount","","1 Post","null"
"1635894157-1737","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/david-ley/","https://quillette.com/author/david-ley/","David Ley","","","David Ley is a clinical psychologist and certified sex therapist in Albuquerque, New Mexico. He is the author of several books and academic publications on sexuality and psychology."
"1635889311-1199","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/george-gallatin/","https://quillette.com/author/george-gallatin/","George Gallatin","","3 Posts","George is a technology executive and writer living in New York City. He is currently finishing his first novel, which follows an American infantryman through a career of deployments to Iraq and Afgha"
"1635892739-1605","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/sana-al-badri-and-marco-vega/","https://quillette.com/author/sana-al-badri-and-marco-vega/","Sana Al-Badri and Marco Vega","","1 Post","null"
"1635891154-1429","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/neil-gray/","https://quillette.com/author/neil-gray/","Neil Gray","","3 Posts","null"
"1635893947-1711","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/tyler-watkins/","https://quillette.com/author/tyler-watkins/","Tyler Watkins","","1 Post","null"
"1635888255-1080","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/asra-q-nomani-and-glenn-miller/","https://quillette.com/author/asra-q-nomani-and-glenn-miller/","Asra Q. Nomani and Glenn Miller","","1 Post","null"
"1635902240-2114","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/matthew-preston/","https://quillette.com/author/matthew-preston/","Mathew Preston","","","Mathew Preston is president of Heartland Strategic. He received his Master of Strategic Studies from the University of Calgary."
"1635898892-1988","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jordan-alexander-hill/","https://quillette.com/author/jordan-alexander-hill/","Jordan Alexander Hill","","","Jordan Alexander Hill is an independent journalist based in Massachusetts. He is the host of the Western Canon Podcast. You can follow him on Twitter @WesternCanonPod."
"1635888633-1128","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/christie-blatchford/","https://quillette.com/author/christie-blatchford/","Christie Blatchford","","1 Post","null"
"1635892861-1613","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/scott-hargreaves/","https://quillette.com/author/scott-hargreaves/","Scott Hargreaves","","1 Post","null"
"1635898811-1979","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/magnus/","https://quillette.com/author/magnus/","Magnus Henrekson","","","Magnus Henrekson is Professor of Economics and Senior Research Fellow at the Research Institute of Industrial Economics (IFN) in Stockholm, Sweden. Email: magnus.henrekson@ifn.se"
"1635901376-2107","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/marshawn-brewer/","https://quillette.com/author/marshawn-brewer/","Marshawn Brewer","","1 Post","Marshawn Brewer is a freelance writer, philosophy MA, and political campaigner."
"1635895225-1805","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/will-storr/","https://quillette.com/author/will-storr/","Will Storr","","","Will Storr is a journalist, novelist and photographer, and the author of several books including 'The Status Game,' 'Selfie,' and 'The Science of Storytelling.'"
"1635889679-1250","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/barbara-kay/","https://quillette.com/author/barbara-kay/","Barbara Kay","","","Barbara Kay is a columnist for the National Post. Her previous Quillette articles include Remembering Roger Scruton, Defender of Reason in a World of Postmodern Jackals."
"1635890186-1315","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/matthew-stewart/","https://quillette.com/author/matthew-stewart/","Matthew Stewart","","2 Posts","Matthew Stewart is an Associate Professor of Humanities and Rhetoric at Boston University."
"1635891361-1454","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/nicholas-christakis/","https://quillette.com/author/nicholas-christakis/","Nicholas Christakis","","1 Post","null"
"1635898083-1925","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jarrod-gott/","https://quillette.com/author/jarrod-gott/","Jarrod Gott","","","Jarrod A Gott is a Neuroscience student and writer from Melbourne, Australia. You can follow the action @sanityengine"
"1635893023-1631","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/simon-beard-and-michael-plant/","https://quillette.com/author/simon-beard-and-michael-plant/","Simon Beard and Michael Plant","","1 Post","Simon Beard is a postdoctoral researcher at the Centre for the Study of Existential Risk. His research examines the ethical challenges in evaluating existential risks, with a special focus on the ris"
"1635887309-1028","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/alexandra-vladimirova-and-john-lloyd/","https://quillette.com/author/alexandra-vladimirova-and-john-lloyd/","Alexandra Vladimirova and John Lloyd","","1 Post","null"
"1635888135-1061","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/anna-marieta-moise/","https://quillette.com/author/anna-marieta-moise/","Anna Marieta Moise","","1 Post","null"
"1635892348-1564","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ronald-pisaturo/","https://quillette.com/author/ronald-pisaturo/","Ronald Pisaturo","","1 Post","null"
"1635888211-1073","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ariel-anderssen/","https://quillette.com/author/ariel-anderssen/","Ariel Anderssen","","1 Post","null"
"1635893693-1685","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/tim-courtois/","https://quillette.com/author/tim-courtois/","Tim Courtois","","1 Post","null"
"1635889128-1172","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/david-breuer/","https://quillette.com/author/david-breuer/","David Breuer","","1 Post","null"
"1635893496-1665","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/tal-tyagi/","https://quillette.com/author/tal-tyagi/","Tal Tyagi","","3 Posts","null"
"1635890305-1328","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/melanie-notkin/","https://quillette.com/author/melanie-notkin/","Melanie Notkin","","1 Post","null"
"1635889378-1207","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/habib-rahman/","https://quillette.com/author/habib-rahman/","Habib Rahman","","1 Post","null"
"1635890169-1313","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/matthew-small/","https://quillette.com/author/matthew-small/","Matthew Small","","1 Post","null"
"1635889228-1186","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/deion-kathawa/","https://quillette.com/author/deion-kathawa/","Deion Kathawa","","2 Posts","Deion Kathawa is a senior at the University of Michigan and the Editor-in-Chief of The Michigan Review."
"1635890357-1334","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/michael-ezra/","https://quillette.com/author/michael-ezra/","Michael Ezra","","1 Post","Michael Ezra is a London-based writer."
"1635895470-1823","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/geoffrey-lehmann/","https://quillette.com/author/geoffrey-lehmann/","Geoffrey Lehmann","","3 Posts","Geoffrey Lehmann is a poet and a retired tax partner of PricewaterhouseCoopers. His Poems 1957-2013 was the winner of the Australian Prime Minister’s Literary Awards Poetry in 2015."
"1635898068-1923","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jamil-jivani/","https://quillette.com/author/jamil-jivani/","Jamil Jivani","","","Jamil Jivani is the author of Why Young Men: The Dangerous Allure of Violent Movements and What We Can Do About It (All Points Books, 2019). Follow him on Twitter @jamiljivani."
"1635897142-1900","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jakob-heidbrink/","https://quillette.com/author/jakob-heidbrink/","Jakob Heidbrink","","1 Post","Jakob Heidbrink is an associate professor in law at the University of Gothenburg."
"1635890265-1324","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/meghan-cox-gurdon/","https://quillette.com/author/meghan-cox-gurdon/","Meghan Cox Gurdon","","1 Post","null"
"1635898009-1915","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/james-flynn/","https://quillette.com/author/james-flynn/","James Flynn","","1 Post","James R. Flynn is an intelligence researcher who gave his name to the Flynn Effect. He is Emeritus Professor of Political Studies at the University of Otago in Dunedin, New Zealand."
"1635887241-1018","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/agnes-de-feo/","https://quillette.com/author/agnes-de-feo/","Agnes De Feo","","1 Post","null"
"1635889464-1219","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/james-lindsay-and-peter-boghossian/","https://quillette.com/author/james-lindsay-and-peter-boghossian/","James Lindsay and Peter Boghossian","","1 Post","James A. Lindsay holds a Ph.D. in mathematics and is the author of three books, including Everybody Is Wrong About God. Follow him on Twitter: @GodDoesnt.
 
Peter Boghossian is an Assistant Profess"
"1635889636-1244","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/keith-stanovich/","https://quillette.com/author/keith-stanovich/","Keith E. Stanovich","","4 Posts","Keith E. Stanovich is professor emeritus of applied psychology and human development at the University of Toronto. He lives in Portland, Oregon."
"1635901221-2086","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jon-kay/","https://quillette.com/author/jon-kay/","Jonathan Kay","","","Jonathan Kay is Canadian Editor of Quillette, a host of the Quillette podcast, a regular op-ed contributor to the National Post, and a book author."
"1635890240-1321","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/maximilian-werner/","https://quillette.com/author/maximilian-werner/","Maximilian Werner","","1 Post","null"
"1635888248-1079","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/arthur-jeon/","https://quillette.com/author/arthur-jeon/","Arthur Jeon","","1 Post","null"
"1635891480-1467","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/nidra-poller/","https://quillette.com/author/nidra-poller/","Nidra Poller","","1 Post","null"
"1635891313-1448","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/nick-buffie/","https://quillette.com/author/nick-buffie/","Nick Buffie","","1 Post","null"
"1635889445-1216","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jacob-little/","https://quillette.com/author/jacob-little/","Jacob Little","","2 Posts","Jacob Little is a PhD Candidate at Ohio University and the Managing Editor of Profane, a journal of challenging literary writing."
"1635891242-1439","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/myles-weber/","https://quillette.com/author/myles-weber/","Myles Weber","","1 Post","null"
"1635893685-1684","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/thomas-varnke/","https://quillette.com/author/thomas-varnke/","Thomas Varnke","","1 Post","Thomas Varnke is an MA student of Political Thought at the University of Exeter."
"1635891648-1487","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/paul-benedetti/","https://quillette.com/author/paul-benedetti/","Paul Benedetti","","1 Post","null"
"1635892844-1611","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/scott-buchanan/","https://quillette.com/author/scott-buchanan/","Scott Buchanan","","1 Post","null"
"1635892886-1616","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/seamus-flaherty/","https://quillette.com/author/seamus-flaherty/","Seamus Flaherty","","1 Post","null"
"1635901362-2105","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/mark-taubert/","https://quillette.com/author/mark-taubert/","Mark Taubert","","","Mark Taubert is National Strategic Lead for Advance Future Care Planning in Wales. He works as a palliative care physician in a cancer hospital."
"1635889818-1269","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/bettina-arndt/","https://quillette.com/author/bettina-arndt/","Bettina Arndt","","","Bettina Arndt trained as a clinical psychologist before becoming one of Australia’s first sex therapists."
"1635890329-1331","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/michael-bonner/","https://quillette.com/author/michael-bonner/","Michael Bonner","","1 Post","null"
"1635892185-1547","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/robert-d-king/","https://quillette.com/author/robert-d-king/","Robert D. King","","1 Post","null"
"1635898032-1918","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/james-jeffrey/","https://quillette.com/author/james-jeffrey/","James Jeffrey","","","James Jeffrey is a freelance journalist and writer. He previously served in Kosovo, Iraq, and Afghanistan with the British Army. You can follow him on Twitter @jrfjeffrey."
"1635894013-1719","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/vincent-debierre/","https://quillette.com/author/vincent-debierre/","Vincent Debierre","","1 Post","null"
"1635890340-1332","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/michael-brandow/","https://quillette.com/author/michael-brandow/","Michael Brandow","","1 Post","Michael Brandow is an author and journalist living in New York City. He has written on society and the arts for The New York Times, New York Post, The Village Voice, and The New Criterion. His most r"
"1635894305-1753","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/dorian-abbot/","https://quillette.com/author/dorian-abbot/","Dorian S. Abbot","","","Dorian S. Abbot is an associate professor in the Department of the Geophysical Sciences at the University of Chicago."
"1635889846-1273","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/bill/","https://quillette.com/author/bill/","Bill Williams","","1 Post","The author is is an autistic adult who has a college degree and enjoys hockey, snowboarding and cooking in his spare time. “Bill Williams” is a pseudonym."
"1635895300-1812","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/g-e-zuriff/","https://quillette.com/author/g-e-zuriff/","G. E. Zuriff","","1 Post","G. E. Zuriff is Professor of Psychology Emeritus at Wheaton College and was a clinical psychologist in the Mental Health Service at M.I.T. for 35 years."
"1635900638-2057","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/libby-downunder/","https://quillette.com/author/libby-downunder/","Libby DownUnder","","","Libby DownUnder is an Australian writer in the alternative media scene."
"1635896972-1877","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ilana-akresh/","https://quillette.com/author/ilana-akresh/","Ilana Redstone Akresh","","","Ilana Redstone Akresh is an associate professor of sociology at the University of Illinois at Urbana-Champaign and a faculty fellow at Heterodox Academy."
"1635889451-1217","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jake-orthwein/","https://quillette.com/author/jake-orthwein/","Jake Orthwein","","1 Post","Jake Orthwein is a writer and filmmaker based in Santa Monica, California."
"1635894727-1800","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/yagil-henkin/","https://quillette.com/author/yagil-henkin/","Yagil Henkin","","1 Post","null"
"1635901055-2079","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/lyle-broom/","https://quillette.com/author/lyle-broom/","Lyle Broom","","","Lyle Broom studies English and History at the University of Leeds. He is a freelance journalist with an interest in politics."
"1635894278-1750","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/dominic-aiello/","https://quillette.com/author/dominic-aiello/","Dominic Aiello","","1 Post","Dominic Aiello is a member of the Middlebury College class of 2022.5."
"1635890898-1397","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/david-marshall/","https://quillette.com/author/david-marshall/","D. Marshall","","1 Post","D. Marshall, PhD, is author of nine books, most recently Jesus is No Myth: The Fingerprints of God on the Gospels."
"1635898039-1919","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/james-kierstead/","https://quillette.com/author/james-kierstead/","James Kierstead","","","James Kierstead is Senior Lecturer in Classics at Victoria University of Wellington and the current co-ordinator of Heterodox Classics, endorsed by Heterodox Academy."
"1635889291-1196","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/fred-litwin/","https://quillette.com/author/fred-litwin/","Fred Litwin","","2 Posts","Fred Litwin is the President of the Free Thinking Film Society of Ottawa and author of Conservative Confidential: Inside The Fabulous Blue Tent. You can reach Fred at his website: https://conservativ"
"1635889751-1260","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ben-cobley/","https://quillette.com/author/ben-cobley/","Ben Cobley","","1 Post","Ben Cobley is the author of The Tribe: the Liberal-Left and the System of Diversity. He is a journalist and a former Labour Party activist."
"1635894194-1742","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/debbie-hayton/","https://quillette.com/author/debbie-hayton/","Debbie Hayton","","2 Posts","Dr. Debbie Hayton is a physics teacher and trade unionist. She Tweets at @DebbieHayton."
"1635891845-1510","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/phillip-mark-mcgough/","https://quillette.com/author/phillip-mark-mcgough/","Phillip Mark McGough","","2 Posts","Phillip Mark McGough is a UK-based writer, lawyer and blogger."
"1635893182-1647","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/stephen-asma/","https://quillette.com/author/stephen-asma/","Stephen T. Asma","","3 Posts","null"
"1635892853-1612","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/scott-e-wolfe-scott-h-decker-and-david-c-pyrooz/","https://quillette.com/author/scott-e-wolfe-scott-h-decker-and-david-c-pyrooz/","Scott E Wolfe Scott H Decker and David C Pyrooz","","1 Post","null"
"1635902227-2112","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/mary-kate-fain/","https://quillette.com/author/mary-kate-fain/","Mary Kate Fain","","","M. K. Fain is the founder and editor of 4W, and co-founder of the feminist alternative social-media site Spinster."
"1635889528-1229","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jaspreet-gill/","https://quillette.com/author/jaspreet-gill/","Jaspreet Gill","","1 Post","Jaspreet Gill is a Trainee Doctor in Psychiatry working in London."
"1635896559-1858","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/heather-heying/","https://quillette.com/author/heather-heying/","Heather E. Heying","","","Heather E. Heying is a former professor of evolutionary biology at The Evergreen State College. She has a PhD in Biology from the University of Michigan."
"1635892134-1542","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/riley-moore/","https://quillette.com/author/riley-moore/","Riley Moore","","2 Posts","null"
"1635900695-2066","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/lorraine-clark/","https://quillette.com/author/lorraine-clark/","Lorraine Clark","","1 Post","Lorraine Clark is emeritus professor of English at Trent University in Ontario."
"1635891765-1501","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/peter-levin/","https://quillette.com/author/peter-levin/","Peter L. Levin","","1 Post","null"
"1635888314-1089","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/blake-smith/","https://quillette.com/author/blake-smith/","Blake Smith","","5 Posts","Blake Smith is a historian of European interactions with South Asia and a postdoctoral fellow at the European University Institute. His essays regularly appear on Aeon.co, Scroll.in and other media."
"1635892381-1568","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ross-baker/","https://quillette.com/author/ross-baker/","Ross Baker","","1 Post","null"
"1635888031-1049","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/andrew-rankin/","https://quillette.com/author/andrew-rankin/","Andrew Rankin","","1 Post","null"
"1635895479-1824","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/geoffrey-m-hodgson/","https://quillette.com/author/geoffrey-m-hodgson/","Geoffrey M Hodgson","","1 Post","Geoffrey M Hodgson is a Research Professor, Hertfordshire Business School at the University of Hertfordshire."
"1635891590-1480","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/o-t-ford/","https://quillette.com/author/o-t-ford/","O. T. Ford","","1 Post","null"
"1635899067-2013","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/kare-fog/","https://quillette.com/author/kare-fog/","Kåre Fog","","1 Post","Kåre Fog graduated as a biologist at Copenhagen University and completed a Ph.D. degree at Aarhus University in 1980."
"1635898934-1994","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/joseph-r-fornieri/","https://quillette.com/author/joseph-r-fornieri/","Joseph R. Fornieri","","1 Post","Joseph R. Fornieri is a Professor of Political Science at the Rochester Institute of Technology and author of several books on Abraham Lincoln’s political thought and statesmanship."
"1635893544-1670","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/tara-nykyforiak/","https://quillette.com/author/tara-nykyforiak/","Tara Nykyforiak","","2 Posts","null"
"1635888010-1046","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/andrew-hindmoor/","https://quillette.com/author/andrew-hindmoor/","Andrew Hindmoor","","1 Post","null"
"1635897977-1912","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/james-banker/","https://quillette.com/author/james-banker/","James David Banker","","","James David Banker is an attorney and writer. He studied linguistics at Cambridge, law at Stanford, and philosophy in the Special Forces. You can follow him on Twitter @jdbanker1"
"1635898016-1916","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/james-hankins/","https://quillette.com/author/james-hankins/","James Hankins","","3 Posts","James Hankins is Professor of History at Harvard University. In 2012 the Renaissance Society of America awarded him its highest honor, the Paul Oskar Kristeller Lifetime Achievement Award."
"1635901298-2097","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/margaret-wente/","https://quillette.com/author/margaret-wente/","Margaret Wente","","1 Post","Margaret Wente is a former editor and columnist for the Globe and Mail newspaper. Now happily retired, she lives in Toronto."
"1635891926-1520","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/ralph-leonard/","https://quillette.com/author/ralph-leonard/","Ralph Leonard","","1 Post","null"
"1635888123-1059","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/anita-hannig/","https://quillette.com/author/anita-hannig/","Anita Hannig","","1 Post","null"
"1635889579-1237","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/aaron-neil/","https://quillette.com/author/aaron-neil/","Aaron Neil","","2 Posts","Aaron Neil is a researcher at the think tank Cardus."
"1635900670-2062","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/lisa-marchiano/","https://quillette.com/author/lisa-marchiano/","Lisa Marchiano","","","Lisa Marchiano is a Jungian analyst in private practice. She has been writing on issues related to gender dysphoria since 2016. She podcasts at ThisJungianLife.com."
"1635886490-995","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/tom-owolade/","https://quillette.com/author/tom-owolade/","Tomiwa Owolade","","2 Posts","null"
"1635894587-1785","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/eric-clifford-graf/","https://quillette.com/author/eric-clifford-graf/","Eric Clifford Graf","","","Eric Clifford Graf is an independent scholar and author of essays and books on early modern Spain."
"1635890383-1337","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/michael-pearce/","https://quillette.com/author/michael-pearce/","Michael J. Pearce","","2 Posts","null"
"1635890089-1304","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/matthew-goodwin/","https://quillette.com/author/matthew-goodwin/","Matthew Goodwin","","1 Post","null"
"1635892322-1561","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/roberto-dangelo/","https://quillette.com/author/roberto-dangelo/","Roberto D’Angelo, Ema Syrulnik, Sasha Ayad, Lisa Marchiano, Dianna Theadora Kenny, and Patrick Clarke","","1 Post","null"
"1635890649-1367","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/brayden-whitlock2/","https://quillette.com/author/brayden-whitlock2/","Brayden Whitlock","","","Brayden Whitlock is a student in the Faculty of Law and the Faculty of Medicine at the University of Alberta. He is focused on biotech startups and intellectual freedom."
"1635897080-1891","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jacob-falkovich/","https://quillette.com/author/jacob-falkovich/","Jacob Falkovich","","","Jacob Falkovich blogs about rationality, math, and dating at putanumonit.com. You can follow him on Twitter @yashkaf."
"1635890792-1384","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/neil/","https://quillette.com/author/neil/","Neil Tully","","","Neil Tully is a writer from Ireland. He has won awards for his short fiction and was recently published as New Irish Writing story of the month in the Irish Independent."
"1635889812-1268","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/berny-belvedere/","https://quillette.com/author/berny-belvedere/","Berny Belvedere","","","Berny Belvedere is a professor of philosophy and editor-in-chief of Arc Digital. His work has appeared in The Washington Post, BuzzFeed News, National Review, Weekly Standard, and other places."
"1635902260-2117","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/matt-gurney/","https://quillette.com/author/matt-gurney/","Matt Gurney","","","Matt Gurney is a broadcaster and columnist for Canada’s Global News."
"1635891432-1462","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/noel-yaxley/","https://quillette.com/author/noel-yaxley/","Noel Yaxley","","1 Post","null"
"1635901356-2104","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/mark-goldblatt/","https://quillette.com/author/mark-goldblatt/","Mark Goldblatt","","","Mark Goldblatt is the author of numerous works of fiction and nonfiction, including the bestselling novel Twerp, and its sequel Finding the Worm (both from Random House)."
"1635893976-1714","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/v-r-kahn/","https://quillette.com/author/v-r-kahn/","V R Kahn","","1 Post","V. R. Kahn writes about religion, myth and politics."
"1635896468-1845","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/gregory-cochran/","https://quillette.com/author/gregory-cochran/","Gregory Cochran","","2 Posts","Gregory Cochran is the co-author of The 10,000 Year Explosion: How Civilization Accelerated Human Evolution."
"1635890993-1408","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/daniel-kalder/","https://quillette.com/author/daniel-kalder/","Daniel Kalder","","1 Post","Daniel Kalder is the author of The Infernal Library: On dictators, the Books They Wrote, and Other Catastrophes of Literacy."
"1635894487-1774","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/elio-martino/","https://quillette.com/author/elio-martino/","Elio Martino","","","Dr. Elio Martino is a provisional psychologist, writer and podcaster, with a PhD investigating killing in combat. You can follow him on Twitter @SpartanMindPsy"
"1635909360-2125","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/clairelehmann/","https://quillette.com/author/clairelehmann/","Claire Lehmann","","","Claire Lehmann is the founding editor of Quillette."
"1635887199-1012","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/abigail-shrier/","https://quillette.com/author/abigail-shrier/","Abigail Shrier","","3 Posts","null"
"1635894287-1751","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/don-trubshaw/","https://quillette.com/author/don-trubshaw/","Don Trubshaw","","1 Post","Don Trubshaw is a social science and research methods tutor in HE. He holds a PhD in the philosophy and sociology of education and is co-founder of the website Societal Values."
"1635889832-1271","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/jared-marcel-pollen/","https://quillette.com/author/jared-marcel-pollen/","Jared Marcel Pollen","","","Jared Marcel Pollen was born in Canada and lives in Prague. His work has appeared in LARB, Tablet, Areo, 3:AM Magazine, and the Millions. He is the author of The Unified Field of Loneliness (2019)."
"1635895589-1836","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/richard/","https://quillette.com/author/richard/","Richard Redding","","1 Post","Richard Redding is Ronald D. Rotunda Distinguished Professor of Jurisprudence at Chapman University"
"1635890818-1387","https://quillette.com/sitemap-authors.xml","https://quillette.com/author/bridget-phetasy/","https://quillette.com/author/bridget-phetasy/","Bridget Phetasy","","","Follow Bridget Phetasy on Twitter @bridgetphetasy"
